Selection	Association Name	Association Type	Significance
Reverse Transcriptase	Clinical research	Procedure	6.89E-4
Reverse Transcriptase	RNA amplification	Procedure	7.26E-4
Reverse Transcriptase	Scanning transmission electron microscopy procedures	Procedure	7.33E-4
Reverse Transcriptase	Oligonucleotide ligation assay	Procedure	7.83E-4
Reverse Transcriptase	Thematic apperception test	Procedure	7.98E-4
Reverse Transcriptase	DNA mutational analysis	Procedure	8.04E-4
Reverse Transcriptase	Cytarabine/etoposide/methotrexate protocol	Procedure	8.04E-4
Reverse Transcriptase	Immunoblotting	Procedure	8.19E-4
Reverse Transcriptase	Microarray analysis	Procedure	8.28E-4
Reverse Transcriptase	Ion-exchange chromatography procedure	Procedure	8.4E-4
Reverse Transcriptase	Dideoxy chain termination DNA sequencing	Procedure	8.53E-4
Reverse Transcriptase	Nasba	Procedure	8.95E-4
Reverse Transcriptase	Cell count	Procedure	9.01E-4
Reverse Transcriptase	DNA sequence determinations	Procedure	9.02E-4
Reverse Transcriptase	Molecular cloning	Procedure	9.05E-4
Reverse Transcriptase	Microbial sensitivity tests	Procedure	9.21E-4
Reverse Transcriptase	Administration procedure	Procedure	9.42E-4
Reverse Transcriptase	Treatment study	Procedure	9.42E-4
Reverse Transcriptase	Therapeutic procedure	Procedure	9.5E-4
Reverse Transcriptase	DNA probe method	Procedure	9.89E-4
Reverse Transcriptase	Oncolytic virotherapy	Procedure	9.89E-4
Reverse Transcriptase	Cytarabine/daunorubicin/prednisone/thioguanine	Procedure	0.00101
Reverse Transcriptase	Total radical-trap antioxidant potential measurement	Procedure	0.00101
Reverse Transcriptase	RNA purification	Procedure	0.00108
Reverse Transcriptase	Molecular modeling	Procedure	0.00109
Reverse Transcriptase	AIDS therapy	Procedure	0.0011
Reverse Transcriptase	Gene expression analysis	Procedure	0.00114
Reverse Transcriptase	Viral plaque assay	Procedure	0.00114
Reverse Transcriptase	Tumor necrosis factor measurement	Procedure	0.00118
Reverse Transcriptase	Indinavir/lamivudine/stavudine	Procedure	0.00118
Reverse Transcriptase	Colorimetric cell viability assay	Procedure	0.00121
Reverse Transcriptase	Immunoprecipitation	Procedure	0.00124
Reverse Transcriptase	Profile (lab procedure)	Procedure	0.00126
Reverse Transcriptase	Antigen assay	Procedure	0.00128
Reverse Transcriptase	High-throughput nucleotide sequencing	Procedure	0.00131
Reverse Transcriptase	Monocyte count procedure	Procedure	0.00134
Reverse Transcriptase	Molecular diagnostic techniques	Procedure	0.00135
Reverse Transcriptase	Observation method cytotoxicity	Procedure	0.00137
Reverse Transcriptase	Electrophoretic mobility shift assay	Procedure	0.00137
Reverse Transcriptase	Enzyme immunoassay	Procedure	0.00145
Reverse Transcriptase	Immunoenzyme techniques	Procedure	0.00152
Reverse Transcriptase	Fast protein liquid chromatography	Procedure	0.00152
Reverse Transcriptase	Subtyping	Procedure	0.00153
Reverse Transcriptase	Fluorescence-activated cell sorting	Procedure	0.00155
Reverse Transcriptase	Serial passage	Procedure	0.00155
Reverse Transcriptase	Virus inactivation	Procedure	0.00155
Reverse Transcriptase	Agar gel electrophoresis	Procedure	0.00161
Reverse Transcriptase	Passage tissue culture technique	Procedure	0.00162
Reverse Transcriptase	Xenograft procedure	Procedure	0.00166
Reverse Transcriptase	Hepatitis B surface antigen measurement	Procedure	0.0017
Reverse Transcriptase	DNA sequence analysis	Procedure	0.00172
Reverse Transcriptase	Data transformation	Procedure	0.00175
Reverse Transcriptase	Secondary cell culture	Procedure	0.00178
Reverse Transcriptase	Viral isolation	Procedure	0.0018
Reverse Transcriptase	Molecular analysis	Procedure	0.0019
Reverse Transcriptase	Northern hybridization	Procedure	0.00197
Reverse Transcriptase	Vascular endothelial growth factor measurement	Procedure	0.00199
Reverse Transcriptase	Inoculation	Procedure	0.00205
Reverse Transcriptase	Southern hybridization	Procedure	0.00206
Reverse Transcriptase	Alanine aminotransferase measurement	Procedure	0.00208
Reverse Transcriptase	Enzyme assays	Procedure	0.00208
Reverse Transcriptase	RNA analysis	Procedure	0.00209
Reverse Transcriptase	Knowledge acquisition	Procedure	0.00217
Reverse Transcriptase	Genotyping techniques	Procedure	0.00222
Reverse Transcriptase	Rapid antigen test	Procedure	0.00223
Reverse Transcriptase	DNA microarray format	Procedure	0.00226
Reverse Transcriptase	Laser capture microdissection	Procedure	0.00228
Reverse Transcriptase	Pyrosequencing	Procedure	0.00231
Reverse Transcriptase	Differential display technique	Procedure	0.00231
Reverse Transcriptase	Branched DNA signal amplification assay	Procedure	0.0024
Reverse Transcriptase	Dexamethasone/metoclopramide/midazolam	Procedure	0.0025
Reverse Transcriptase	Affinity chromatography	Procedure	0.00256
Reverse Transcriptase	Enzyme-linked immunospot assay	Procedure	0.00257
Reverse Transcriptase	Antigen capture ELISA	Procedure	0.00257
Reverse Transcriptase	Xenograft model antitumor assays	Procedure	0.0026
Reverse Transcriptase	DNA microarray procedure	Procedure	0.00262
Reverse Transcriptase	Cell hybridization	Procedure	0.00263
Reverse Transcriptase	Taking of swab	Procedure	0.00267
Reverse Transcriptase	Yeast cell measurement	Procedure	0.00277
Reverse Transcriptase	Protein digestion (research activity)	Procedure	0.00277
Reverse Transcriptase	HIV diagnosis	Procedure	0.0028
Reverse Transcriptase	Efficacy study	Procedure	0.00282
Reverse Transcriptase	Radioimmunoprecipitation assay	Procedure	0.00282
Reverse Transcriptase	Genetic complementation test	Procedure	0.00285
Reverse Transcriptase	Chromatin immunoprecipitation	Procedure	0.00288
Reverse Transcriptase	Altretamine/cisplatin/cyclophosphamide protocol	Procedure	0.0029
Reverse Transcriptase	In situ nick-end labeling	Procedure	0.00294
Reverse Transcriptase	Plaque assay	Procedure	0.00296
Reverse Transcriptase	Cytogenetic analysis	Procedure	0.00298
Reverse Transcriptase	Magnetic resonance imaging	Procedure	0.00301
Reverse Transcriptase	Cell separation	Procedure	0.00301
Reverse Transcriptase	Osteocalcin assay	Procedure	0.00306
Reverse Transcriptase	Fluorescent in situ hybridization	Procedure	0.00307
Reverse Transcriptase	Deep sequencing	Procedure	0.00308
Reverse Transcriptase	Research	Procedure	0.00311
Reverse Transcriptase	Cytarabine/daunorubicin/mercaptopurine/prednisolone	Procedure	0.00313
Reverse Transcriptase	Salvage therapy	Procedure	0.00319
Reverse Transcriptase	Quantitative real-time polymerase chain reaction	Procedure	0.00323
Reverse Transcriptase	Interferon gamma measurement	Procedure	0.00328
Reverse Transcriptase	Neoplasm transplantation	Procedure	0.0033
Reverse Transcriptase	Paraffin embedding	Procedure	0.0033
Reverse Transcriptase	Soft agar assay	Procedure	0.0033
Reverse Transcriptase	VMV protocol	Procedure	0.00333
Reverse Transcriptase	Training programs	Procedure	0.00344
Reverse Transcriptase	Training	Procedure	0.00345
Reverse Transcriptase	RNA sequence analysis	Procedure	0.0035
Reverse Transcriptase	RNA sequence determinations	Procedure	0.00351
Reverse Transcriptase	Gel electrophoresis (lab technique)	Procedure	0.00352
Reverse Transcriptase	Nucleic acid sequence based analysis	Procedure	0.00352
Reverse Transcriptase	Electrophoresis	Procedure	0.00354
Reverse Transcriptase	First-line therapy	Procedure	0.00357
Reverse Transcriptase	Gene transfer techniques	Procedure	0.00357
Reverse Transcriptase	Multiplex polymerase chain reaction	Procedure	0.00366
Reverse Transcriptase	AIDS clinical trial	Procedure	0.00366
Reverse Transcriptase	Neutralization tests	Procedure	0.00369
Reverse Transcriptase	Reg upon act normal T-cell exprd secrtd measurement	Procedure	0.00372
Reverse Transcriptase	Solution hybridization	Procedure	0.00377
Reverse Transcriptase	Chromosome mapping	Procedure	0.00382
Reverse Transcriptase	Microdissection	Procedure	0.00384
Reverse Transcriptase	CD8 expressing T cell count	Procedure	0.00385
Reverse Transcriptase	Drug measurement	Procedure	0.00388
Reverse Transcriptase	Primary cell culture	Procedure	0.00395
Reverse Transcriptase	Tomography	Procedure	0.00395
Reverse Transcriptase	Malignant cell count	Procedure	0.00399
Reverse Transcriptase	Indirect immunofluorescence	Procedure	0.00413
Reverse Transcriptase	Follow-up studies	Procedure	0.00414
Reverse Transcriptase	Gene transfer	Procedure	0.00416
Reverse Transcriptase	Ultrasonography	Procedure	0.00423
Reverse Transcriptase	Blast count procedure	Procedure	0.00432
Reverse Transcriptase	Electron microscopy	Procedure	0.00433
Reverse Transcriptase	Imaging techniques	Procedure	0.00435
Reverse Transcriptase	Nursing therapy	Procedure	0.00436
Reverse Transcriptase	Stem cell factor measurement	Procedure	0.00447
Reverse Transcriptase	Volume measurement	Procedure	0.00448
Reverse Transcriptase	MRI	Procedure	0.0045
Reverse Transcriptase	Electrocardiography	Procedure	0.00454
Reverse Transcriptase	Suicide gene therapy	Procedure	0.00459
Reverse Transcriptase	White blood cell count procedure	Procedure	0.00473
Reverse Transcriptase	Molecular profiling	Procedure	0.00476
Reverse Transcriptase	Insertional mutagenesis	Procedure	0.00476
Reverse Transcriptase	Homologous recombination	Procedure	0.00479
Reverse Transcriptase	Research activities	Procedure	0.00482
Reverse Transcriptase	Gene knockdown techniques	Procedure	0.00488
Reverse Transcriptase	Hybridization protection assay	Procedure	0.0049
Reverse Transcriptase	Exercise pain management	Procedure	0.00501
Reverse Transcriptase	Genetic techniques	Procedure	0.00502
Reverse Transcriptase	Gel chromatography	Procedure	0.00506
Reverse Transcriptase	Percutaneous transhepatic cholangiography	Procedure	0.00508
Reverse Transcriptase	Nucleic acid purification	Procedure	0.00515
Reverse Transcriptase	Nuclease protection assays	Procedure	0.00524
Reverse Transcriptase	Cancer therapeutic procedure	Procedure	0.00533
Reverse Transcriptase	Epidermal growth factor measurement	Procedure	0.00538
Reverse Transcriptase	Electroencephalography	Procedure	0.00545
Reverse Transcriptase	Sedimentation procedure	Procedure	0.00558
Reverse Transcriptase	Artificial gene fusion	Procedure	0.00559
Reverse Transcriptase	Cyclophosphamide/etoposide/methotrexate protocol	Procedure	0.00563
Reverse Transcriptase	Interleukin 8 measurement	Procedure	0.00577
Reverse Transcriptase	Inverse PCR	Procedure	0.00578
Reverse Transcriptase	RNase protection assay	Procedure	0.0058
Reverse Transcriptase	Leukemic blast count	Procedure	0.00584
Reverse Transcriptase	Immunophenotyping	Procedure	0.00587
Reverse Transcriptase	Asparaginase/ifosfamide/methotrexate	Procedure	0.00589
Reverse Transcriptase	PT panel	Procedure	0.00597
Reverse Transcriptase	Gelatin zymography	Procedure	0.00608
Reverse Transcriptase	Rapid diagnosis	Procedure	0.00611
Reverse Transcriptase	Surgical and medical procedures	Procedure	0.00616
Reverse Transcriptase	Centrifugation	Procedure	0.00621
Reverse Transcriptase	Anchored PCR	Procedure	0.00623
Reverse Transcriptase	Gene targeting	Procedure	0.00626
Reverse Transcriptase	Operative surgical procedures	Procedure	0.00627
Reverse Transcriptase	Mental health	Procedure	0.00627
Reverse Transcriptase	Rehabilitation therapy	Procedure	0.0063
Reverse Transcriptase	Alkaline phosphatase measurement	Procedure	0.00633
Reverse Transcriptase	Therapeutic radiology procedure	Procedure	0.0064
Reverse Transcriptase	Incubation laboratory procedure	Procedure	0.00649
Reverse Transcriptase	Post-exposure prophylaxis	Procedure	0.00655
Reverse Transcriptase	Gel mobility shift assay	Procedure	0.00656
Reverse Transcriptase	Not elsewhere classified rehabilitation	Procedure	0.00661
Reverse Transcriptase	X-ray computed tomography	Procedure	0.00662
Reverse Transcriptase	Hepatitis G RNA measurement	Procedure	0.00668
Reverse Transcriptase	Neutralization actcode	Procedure	0.00672
Reverse Transcriptase	Cell culture system	Procedure	0.00694
Reverse Transcriptase	Cell fusion procedure	Procedure	0.00697
Reverse Transcriptase	Mutation analysis	Procedure	0.00702
Reverse Transcriptase	Comparative analysis	Procedure	0.00707
Reverse Transcriptase	Retrospective studies	Procedure	0.00709
Reverse Transcriptase	Biopsy	Procedure	0.0072
Reverse Transcriptase	Immunomagnetic separation	Procedure	0.00733
Reverse Transcriptase	Screening for cancer	Procedure	0.00743
Reverse Transcriptase	Disease screening	Procedure	0.00752
Reverse Transcriptase	Experimental design	Procedure	0.00757
Reverse Transcriptase	Immunoassay method	Procedure	0.00768
Reverse Transcriptase	Tissue engineering	Procedure	0.00791
Reverse Transcriptase	Lymphoma cell count	Procedure	0.00796
Reverse Transcriptase	Cisplatin/methotrexate/vinblastine protocol	Procedure	0.00797
Reverse Transcriptase	Radionuclide imaging	Procedure	0.00799
Reverse Transcriptase	Echocardiography	Procedure	0.00812
Reverse Transcriptase	Immunoglobulin M measurement	Procedure	0.00814
Reverse Transcriptase	Immunologic techniques	Procedure	0.00819
Reverse Transcriptase	Data collection	Procedure	0.00819
Reverse Transcriptase	Spectrum analysis	Procedure	0.00839
Reverse Transcriptase	Doxorubicin/etoposide/prednisone/vincristine	Procedure	0.0084
Reverse Transcriptase	Clinical trial period	Procedure	0.00859
Reverse Transcriptase	Molecular diagnosis	Procedure	0.00864
Reverse Transcriptase	Immunoglobulin measurement	Procedure	0.00871
Reverse Transcriptase	Interleukin 6 measurement	Procedure	0.00872
Reverse Transcriptase	Tissue fixation	Procedure	0.00872
Reverse Transcriptase	Structural clinical interview for DSM-III	Procedure	0.00879
Reverse Transcriptase	Heteroduplex analysis	Procedure	0.00888
Reverse Transcriptase	Chromatography	Procedure	0.0089
Reverse Transcriptase	Vaccine development	Procedure	0.00895
Reverse Transcriptase	Pain management	Procedure	0.00907
Reverse Transcriptase	Bleomycin/doxorubicin/vinblastine protocol	Procedure	0.00922
Reverse Transcriptase	Bleomycin/doxorubicin/vincristine protocol	Procedure	0.00922
Reverse Transcriptase	CTCregimen	Procedure	0.00929
Reverse Transcriptase	Anesthesia procedures	Procedure	0.00931
Reverse Transcriptase	Electrocardiogram Q waves test	Procedure	0.00933
Reverse Transcriptase	Macrophage inflammatory protein 1 alpha measurement	Procedure	0.00934
Reverse Transcriptase	Indirect fluorescent antibody technique	Procedure	0.0094
Reverse Transcriptase	Body mass index procedure	Procedure	0.00942
Reverse Transcriptase	Carcinoembryonic antigen measurement	Procedure	0.00943
Reverse Transcriptase	Polyacrylamide gel electrophoresis	Procedure	0.00955
Reverse Transcriptase	Electromyography	Procedure	0.00962
Reverse Transcriptase	Interferon alpha measurement	Procedure	0.00965
Reverse Transcriptase	AIDS diagnosis	Procedure	0.00968
Reverse Transcriptase	Alcohol measurement	Procedure	0.00969
Reverse Transcriptase	Monitoring clinical trials	Procedure	0.00992
Reverse Transcriptase	Endoscopy	Procedure	0.00995
Reverse Transcriptase	Discussion	Procedure	0.0101
Reverse Transcriptase	Neuropsychological tests	Procedure	0.0101
Reverse Transcriptase	Pre-clinical trial	Procedure	0.0102
Reverse Transcriptase	Neutralising antibodies analysis	Procedure	0.0102
Reverse Transcriptase	High-frequency ventilation	Procedure	0.0102
Reverse Transcriptase	Catheterization	Procedure	0.0102
Reverse Transcriptase	Rapid technique	Procedure	0.0103
Reverse Transcriptase	Angiogram	Procedure	0.0103
Reverse Transcriptase	Carmustine/cytarabine/etoposide/melphalan regimen	Procedure	0.0108
Reverse Transcriptase	Nucleic acid quantitation	Procedure	0.0108
Reverse Transcriptase	Neoplasm grading	Procedure	0.0109
Reverse Transcriptase	Interventional procedure	Procedure	0.011
Reverse Transcriptase	Simulation	Procedure	0.011
Reverse Transcriptase	Perfusion	Procedure	0.011
Reverse Transcriptase	Electroporation	Procedure	0.011
Reverse Transcriptase	Anchorage-independent growth	Procedure	0.011
Reverse Transcriptase	Health surveys	Procedure	0.011
Reverse Transcriptase	Psychiatric status rating scales	Procedure	0.0111
Reverse Transcriptase	Culture techniques	Procedure	0.0112
Reverse Transcriptase	Health education	Procedure	0.0112
Reverse Transcriptase	Pain measurement	Procedure	0.0113
Reverse Transcriptase	Qualitative research	Procedure	0.0113
Reverse Transcriptase	Radioimmunoassay	Procedure	0.0114
Reverse Transcriptase	Shell vial culture	Procedure	0.0114
Reverse Transcriptase	Carbon dioxide content measurement	Procedure	0.0115
Reverse Transcriptase	Nutritional study	Procedure	0.0116
Reverse Transcriptase	Combined modality therapy	Procedure	0.0117
Reverse Transcriptase	Psychometrics	Procedure	0.0117
Reverse Transcriptase	Serum alanine transaminase tests	Procedure	0.0118
Reverse Transcriptase	Alpha one fetoprotein measurement	Procedure	0.0119
Reverse Transcriptase	Drainage procedure	Procedure	0.0119
Reverse Transcriptase	Specimen collection	Procedure	0.0121
Reverse Transcriptase	Macrophage colony stimulating factor measurement	Procedure	0.0121
Reverse Transcriptase	Eotaxin-2 measurement	Procedure	0.0122
Reverse Transcriptase	Antisense technology	Procedure	0.0123
Reverse Transcriptase	Mass screening	Procedure	0.0124
Reverse Transcriptase	Immunotherapy	Procedure	0.0124
Reverse Transcriptase	Educational process of instructing	Procedure	0.0124
Reverse Transcriptase	Teaching aspects	Procedure	0.0124
Reverse Transcriptase	Chromosome transfer	Procedure	0.0124
Reverse Transcriptase	Coronary angiography	Procedure	0.0124
Reverse Transcriptase	Confocal microscopy	Procedure	0.0125
Reverse Transcriptase	Monocyte chemotactic protein 1 measurement	Procedure	0.0125
Reverse Transcriptase	Immunobead	Procedure	0.0125
Reverse Transcriptase	Diagnostic radiologic examination	Procedure	0.0126
Reverse Transcriptase	Real time polymerase chain reaction analysis	Procedure	0.0127
Reverse Transcriptase	Zinc measurement	Procedure	0.0129
Reverse Transcriptase	Computed tomographic colonography	Procedure	0.0129
Reverse Transcriptase	Doppler ultrasound	Procedure	0.0129
Reverse Transcriptase	Directed molecular evolution	Procedure	0.0132
Reverse Transcriptase	Doxorubicin/melphalan/teniposide regimen (MAV)	Procedure	0.0132
Reverse Transcriptase	Interstitial collagenase	Procedure	0.0133
Reverse Transcriptase	Therapeutic drug monitoring	Procedure	0.0134
Reverse Transcriptase	Microspectrophotometry	Procedure	0.0135
Reverse Transcriptase	Adherent culture	Procedure	0.0135
Reverse Transcriptase	Cell fractionation	Procedure	0.0136
Reverse Transcriptase	Heat denaturation	Procedure	0.0136
Reverse Transcriptase	Observation method magnetic resonance	Procedure	0.0137
Reverse Transcriptase	Liposome-mediated gene transfer	Procedure	0.0137
Reverse Transcriptase	HIV-2 antibody measurement	Procedure	0.0137
Reverse Transcriptase	Transcription mediated amplification	Procedure	0.0137
Reverse Transcriptase	Serotyping	Procedure	0.0138
Reverse Transcriptase	Indirect fluorescence antibody test	Procedure	0.0139
Reverse Transcriptase	Use of ultrasonography	Procedure	0.0139
Reverse Transcriptase	Analgesia	Procedure	0.0139
Reverse Transcriptase	Laparoscopy	Procedure	0.014
Reverse Transcriptase	Karyotype determination procedure	Procedure	0.0142
Reverse Transcriptase	Arthroplasty	Procedure	0.0142
Reverse Transcriptase	Laboratory procedures	Procedure	0.0144
Reverse Transcriptase	Chemical extraction	Procedure	0.0145
Reverse Transcriptase	CD3 expressing T cell count	Procedure	0.0145
Reverse Transcriptase	Radiographic imaging procedure	Procedure	0.0145
Reverse Transcriptase	Extraction	Procedure	0.0146
Reverse Transcriptase	Interleukin 1 measurement	Procedure	0.0146
Reverse Transcriptase	Bilat part salpingec	Procedure	0.0146
Reverse Transcriptase	Support group therapy	Procedure	0.0146
Reverse Transcriptase	Squamous epithelial cell count	Procedure	0.0147
Reverse Transcriptase	Prosthesis implantation	Procedure	0.0147
Reverse Transcriptase	Prostate specific antigen measurement	Procedure	0.0148
Reverse Transcriptase	TdT-mediated UTP nick end labeling assay	Procedure	0.0149
Reverse Transcriptase	Protein sequence analysis	Procedure	0.0149
Reverse Transcriptase	FEC protocol	Procedure	0.015
Reverse Transcriptase	Internship and residency	Procedure	0.015
Reverse Transcriptase	Sds-page	Procedure	0.0151
Reverse Transcriptase	Sample fixation	Procedure	0.0151
Reverse Transcriptase	Ultracentrifugation	Procedure	0.0153
Reverse Transcriptase	Absorbance at 260nm	Procedure	0.0154
Reverse Transcriptase	Validation	Procedure	0.0155
Reverse Transcriptase	Case-control studies	Procedure	0.0156
Reverse Transcriptase	Laboratory diagnosis	Procedure	0.0156
Reverse Transcriptase	Antibody studies	Procedure	0.0156
Reverse Transcriptase	Closure	Procedure	0.0156
Reverse Transcriptase	Gene delivery process	Procedure	0.0158
Reverse Transcriptase	Personality inventories	Procedure	0.0158
Reverse Transcriptase	Dopamine measurement	Procedure	0.016
Reverse Transcriptase	Density gradient centrifugation	Procedure	0.016
Reverse Transcriptase	Molecular genetic technique	Procedure	0.016
Reverse Transcriptase	Genetic engineering	Procedure	0.0161
Reverse Transcriptase	Cancer diagnostics	Procedure	0.0161
Reverse Transcriptase	Cell therapy	Procedure	0.0162
Reverse Transcriptase	SSCP analysis	Procedure	0.0162
Reverse Transcriptase	Reconstructive surgical procedures	Procedure	0.0163
Reverse Transcriptase	Protein footprinting	Procedure	0.0163
Reverse Transcriptase	Renal dialysis	Procedure	0.0168
Reverse Transcriptase	Osteoprotegerin test	Procedure	0.0168
Reverse Transcriptase	Bleomycin/cisplatin/methotrexate protocol	Procedure	0.0168
Reverse Transcriptase	Positive selection	Procedure	0.0169
Reverse Transcriptase	Precipitin tests	Procedure	0.017
Reverse Transcriptase	Nude mouse assay	Procedure	0.017
Reverse Transcriptase	Nucleic acid sequencing	Procedure	0.0171
Reverse Transcriptase	PVBV protocol	Procedure	0.0171
Reverse Transcriptase	Chicken embryo culture	Procedure	0.0171
Reverse Transcriptase	Nucleic acid amplification tests	Procedure	0.0172
Reverse Transcriptase	Promyelocyte count procedure	Procedure	0.0172
Reverse Transcriptase	Gelatinase A	Procedure	0.0173
Reverse Transcriptase	Dot immunoblotting	Procedure	0.0173
Reverse Transcriptase	Dideoxy fingerprinting	Procedure	0.0173
Reverse Transcriptase	Radiation ionizing radiotherapy	Procedure	0.0174
Reverse Transcriptase	Radiotherapy research	Procedure	0.0174
Reverse Transcriptase	Serologic tests	Procedure	0.0175
Reverse Transcriptase	Statistics as topic	Procedure	0.0175
Reverse Transcriptase	Immunochromatography	Procedure	0.0175
Reverse Transcriptase	Diagnostic imaging	Procedure	0.0175
Reverse Transcriptase	Disease stage	Procedure	0.0181
Reverse Transcriptase	Demand	Procedure	0.0181
Reverse Transcriptase	Urine cytology	Procedure	0.0182
Reverse Transcriptase	VQ ventilation perfusion scan	Procedure	0.0183
Reverse Transcriptase	Interleukin 2 measurement	Procedure	0.0183
Reverse Transcriptase	Ectocervical biopsy	Procedure	0.0183
Reverse Transcriptase	Pathology procedure	Procedure	0.0184
Reverse Transcriptase	Revision procedure	Procedure	0.0184
Reverse Transcriptase	Positron-emission tomography	Procedure	0.0185
Reverse Transcriptase	Immunofluorescence microscopy	Procedure	0.0185
Reverse Transcriptase	Disability evaluation	Procedure	0.0188
Reverse Transcriptase	Tissue array analysis	Procedure	0.0189
Reverse Transcriptase	Terminal deoxynucleotidyl transferase nick end labeling	Procedure	0.0189
Reverse Transcriptase	Implantation procedure	Procedure	0.019
Reverse Transcriptase	Respiratory function tests	Procedure	0.019
Reverse Transcriptase	Biomedical research	Procedure	0.0191
Reverse Transcriptase	Normalize	Procedure	0.0193
Reverse Transcriptase	Research study	Procedure	0.0194
